,symbol,meaning
259,Anginas: ,Puede referirse a un padecimiento real o algo que nos agobia. 
260,Anguila: ,-Si están vivas y escurridizas se nos presentará una oportunidad con la que no contábamos. -Si están fuera del agua o muertas indica que no hemos sabido aprovechar las oportunidades. 
261,Angustia: ,Anuncia éxito. 
262,Anillo: ,El anillo es un símbolo de continuidad a la vez que protege y aísla. -Si es una alianza de boda indica que existe una promesa de matrimonio. -En caso de ser un sello es un símbolo de poder. -Si tiene piedras preciosas se une el significado de la piedra al del anillo. -Si se rompe una alianza anuncia la ruptura del matrimonio.  -Perder un anillo augura disputas con quien nos lo dio. -Ponerselo a otra persona indica nuestro deseo de dominarla. 
263,Animal: ,(Busca el nombre del animal sobre el que deseas saber). 
264,Anís: ,-Tratándose de la flor indica la realización de una buena acción que le valdrá un premio. -Si soñamos con el licor anuncia alegría y satisfacción. 
265,Aniversario: ,Riñas y querellas. 
266,Anotar: ,El desorden le resultará perjudicial. 
267,Ansiedad: ,Exageración ante los acontecimientos. 
268,Antecámara: ,Ganancia inesperada. 
269,Antena: ,-Usarla indica que recibirá noticias de lejos. -Defectuosa indica contrariedades. 
270,Anteojos: ,Símbolo de descubrimiento y revelación. 
271,Antepasados: ,-Si ya fallecieron: *Si están irritados o tristes presagia peleas. *Si están alegres el acontecimiento será alegre y beneficioso. -Si aún viven se dice que este sueño alarga la vida. También es reflejo deañoranza de tiempos pasados mejores. 
272,Antesala: ,Cuando esperamos en ella nos recuerda que la paciencia es una virtud que debemos tener en cuenta. 
273,Anticuado: ,"Preocupaciones, nostalgia. "
274,Anticuario: ,Es posible que reciba un regalo. 
275,Antigüedades: ,Recibiremos un legado inesperado aunque alguien intentará arrebatárnoslo. 
276,Antílope: , Augura éxito económico. 
277,Antorcha: ,-Llevarla encendida es presagio de alegría. -Si está apagada o se nos apaga se aproxima alguna calamidad. 
278,Antro: ,Encuentro inesperado y si está lleno de malhechores su triunfo será definitivo. 
279,Anular: ,Unión próxima con la persona amada. 
280,Anuncios: ,-Si los leemos de un periódico presagia que realizaremos un hallazgo importante. -Si insertamos uno presagia un cambio en nuestra situación. 
281,Anzuelo: ,Presagio de traición. 
282,Año: ,-Soñar con años pasados indica nostalgia. -Con años venideros anuncia nuevos proyectos. -Soñar con el año nuevo presagia un cambio en su vida. 
283,Apagar: ,-Si es la luz de una lámpara o una vela anuncia dificultades. -Si se trata de un incendio sus preocupaciones cesarán. -Si lo que apagamos es nuestra sed anuncia éxitos y logros. 
284,Aparador: ,Negocios beneficiosos. 
285,Aparcamiento: ,-Usarlo indica que está pasando por una situación de intervalo entre dos modos de vida. -Salir de él anuncia mejores perspectivas. -Entrar en él y extraviarse señala un período de reflexión. 
286,Aparición: ,Si soñamos que nos encontramos ante una aparición sobrenatural nos indica que estamos en el buen camino y conseguiremos nuestros deseos. 
287,Apartamento: ,-Si es lujoso indica que realizamos gastos excesivos. -Si es modesto significa que podremos realizar nuestras esperanzas. -Si lo visitamos y no es nuestro cambiará nuestra situación actual según sea el estado del apartamento. 
288,Aperitivo: , Presagia triunfo en la vida. 
289,Apetito: ,-Buen apetito augura momentos de felicidad. -Mal apetito significa contrariedades. 
290,Apicultor: ,Señala que el éxito de sus empresas depende de su iniciativa. 
291,Apio: ,Indica infidelidades. 
292,Aplanar: ,Relaciones íntimas con peligro de romperse. 
293,Aplastar: ,-Indica nuestro temor a tomar una decisión importante. -Puede indicar que en nuestro camino surgirá un gran obstáculo. -Si escapamos del accidente nuestro bien hacer nos librará de una situación comprometida. -Si únicamente lo vemos tendremos alguna contrariedad sin consecuencias. 
294,Aplausos: ,-Si es aplaudido/a sus amigos no merecen de su confianza. -Si es usted quien aplaude indica que actúa con ligereza. 
295,Aplicación: ,Si se esfuerza en el trabajo será recompensado. 
296,Aplomo: ,-Conservarlo es un buen presagio. -Perderlo anuncia situaciones equivocadas. 
297,Apoplejía: ,Si en sueños la padecemos nuestros intereses materiales y morales se verán amenazados. 
298,Aporrear: ,-A una persona indica alegrías pasajeras. -Ser aporreado señala que el éxito aún no llega. 
299,Apósito: ,Perspectivas acordes con sus expectativas. 
300,Apóstol: ,-Verlo indica que debe buscar una persona de confianza que le aconseje sobre sus empresas. -Serlo anuncia éxito en los negocios. 
301,Apoyo: ,Sus parientes y amigos le ayudarán a resolver una situación delicada. 
302,Aprender: , Evolución de su situación financiera. 
303,Aprendiz: ,"-Verlo anuncia noticias agradables. -Serlo, éxito en sus actividades. "
304,Aprensión: ,Indica acontecimientos enojosos. 
305,Apreturas: ,Negocios que caminan hacia la deriva. 
306,Aprietos: ,-Estar en aprietos advierte que debe reflexionar sobre la solución de sus dificultades. -Ver a otras personas en aprietos indica que ha llenado de dudas y perplejidad a sus rivales. 
307,Aprisionar: ,Inconvenientes y obstáculos. 
308,Apuesta: ,Anuncia que perderemos el dinero de una forma absurda. 
309,Arado: ,Este sueño garantiza el éxito y una buena vejez. 
310,Araña: ,Presagio desagradable. Ha cometido alguna indiscreción que le llevará a trampas o engaños. 
311,Arañar: ,"El que araña es quien desea perjudicar al alguien, mientras que el arañado será el perjudicado. "
312,Arar: ,-Siendo la tierra fértil significa buena cosecha. -Si es árida infortunio y calamidades. 
313,Arbitraje: ,Busque alguien que le aconseje bien. 
314,Arbitrario: ,Proceso por malos propósitos. 
315,Arbitro: ,Injusticia. 
316,Árbol: ,"Símbolo de protección material. -Si vemos uno o varios árboles frondosos y robustos mayor será la protección. -Si son árboles enclenques indicio de que estamos desvalidos. -Llenos de flores o frutos fuera de temporada indica pena. -Si esto ocurre en la estación correcta para ello presagia amistad y amor.  -Secos indica infortunio. -Con ramas rotas, enfermedad. -Colmado de hojas verdes, ganancias. -Subirnos a uno, honores y fortuna. -Caerse, pérdida del favor de nuestros superiores. -Si la caída es desde poca altura, ridículo. -Si en el árbol anidan pájaros, éxitos y fortuna. -Si estos pájaros son negros, querrán perjudicarnos por envidia. "
317,Arcabuz: ,Decisiones contradictorias. 
318,Arcadas: ,Protecciones en sus negocios. 
319,Arce: ,Símbolo de amistad. 
320,Archivo: ,Discusiones a causa de una herencia. 
321,Arcilla: ,Se esforzará para superar numerosos obstáculos. 
322,Arco: ,Indecisión en el amor. -Si el arco está íntegro no tardaremos en resolver las dudas. -Si lo vemos roto nos falta tiempo para resolverlas. 
323,Arco iris: ,Simboliza el fin de los problemas y calamidades. También incremento de riqueza. -Si aparece por oriente augura incremento de bienes y salud. -Si es por occidente augura la curación de los enfermos. -Si aparece sobre nuestras cabezas es el sueño de quien ha ganado el equilibrio y la paz interior. 
324,Ardilla: ,Símbolo de superficialidad. 
325,Ardor: ,Posibilidad de que su economía mejore. 
326,Arena: ,-Si nos encontramos en una playa con arena fina augura placidez y sensualidad. -Si caminamos fatigosamente sobre ella refleja temor. -Si tenemos arena en la comida o ropa angustia por nuestra situación económica. 
327,Arenque: , Señala que debemos dinero. 
328,Argolla: ,No somos del todo honestos. 
329,Árido: ,Mala situación económica. 
330,Aristócrata: ,Proyectos favorables. 
331,Aritmética: ,Noticia satisfactoria. 
332,Arlequín: ,Relaciones hipócritas. 
333,Arma: ,"-Cortantes indica problemas con la relaciones familiares. -De fuego, complot contra el soñador. "
334,Armadura: ,No somos tan indefensos como nos creemos. 
335,Armario: ,"-Si es un armario de cocina: *Estando vacío indica que nos encontraremos en una situación embarazosa por falta de previsión. *Si está lleno presagia bienestar gracias al trabajo. -Si es un armario ropero: *Si está desordenado deberemos reordenar y actualizar nuestros conocimientos. *Vacío indica que no estamos capacitados para una situación que nos gustaría por falta de conocimientos. *Si lo soñamos lleno y ordenado y su contenido es de mala calidad debemos actualizar nuestros conocimientos. *Si las telas son de buena calidad y si todo es ropa blanca, sufriremos alguna enfermedad o herida. *Si está lleno de ropa de color anuncia que conseguiremos riqueza y bienestar gracias a nuestros conocimientos. "
336,Armazón: ,-Si es sólido nuestra empresa será un éxito. -Si aparece débil fracasarán nuestros proyectos. 
337,Armiño: ,Honores pero con envidias. 
338,Armisticio: ,Paz en el hogar.  
339,Armónica: ,Momentos de placer en familia. 
340,Aro: ,Felicidad en el medio familiar. 
341,Aromas: ,Se encontrará en una posición social envidiable. 
342,Arpa: ,Suerte en el amor y en los negocios. 
343,Arpía: ,Relaciones afectivas o familiares difíciles. 
344,Arpillera: ,Sus decisiones beneficiarán su relación con los demás. 
345,Arpón: ,Deberá tomar alguna decisión con prontitud. 
346,Arquero: ,-Serlo significa mala suerte. -Verlo augura perspectivas de una próxima mejoría. 
347,Arquitecto: ,Recurrirá a una ayuda exterior para solucionar una situación delicada. 
348,Arrancar: ,Si arrancamos o vemos que se arrancan hierbas perjudiciales el destino juega en nuestro favor. 
349,Arrastrar: ,Augura peligro inminente para quien es arrastrado. 
350,Arrebato: ,Su carácter le acarreará problemas con los demás. 
351,Arrecife: ,Obstáculos en nuestros proyectos. 
352,Arrellanarse: ,Incomprensión ante un conflicto familiar. 
353,Arrendajo: ,Compromiso afectivo. 
354,Arrendar: ,Representa una atadura o cambios que nos ocasionarán molestias. 
355,Arrendatario: ,Si lo vemos en los campos indica prosperidad y felicidad. 
356,Arreos: , -Ponerlos sobre el caballo significa mejora beneficiosa. -Quitarlos indica período de espera y reflexión. 
357,Arrepentirse: ,Soñar que nos arrepentimos de una falta significa que en la vida real estamos a punto de cometerla. 
358,Arresto: ,-Si los arrestado somos nosotros indica celos e incomprensión. -Si es otra persona la arrestada indica que tenemos sentimiento de culpabilidad. 
359,Arriate: ,Significa próximas confidencias amorosas. 
360,Arriendo: ,"-Si lo estamos pagando indica saneamiento de la situación financiera. -Si cede sus bienes en arriendo, incapacidad para gestionar sus negocios. -Tomar bienes en arriendo, le intentarán dominar desde su entorno. "
361,Arrodillarse: ,-Si alguien se arrodilla ante nosotros indica que soportaremos calumnias aunque nadie las creerá. -Si somos nosotros los que nos arrodillamos ante una mujer nos espera un engaño y si es ante un hombre nos espera una humillación. 
362,Arrojar: ,Su manera inconsciente de actuar le acarreará problemas. 
363,Arroyo: ,-Si sus aguas son apacibles significa alegría. -Si sus aguas son turbias o está seco pronostica pérdida o enfermedad. 
364,Arroz: ,Pronostica alivio y consuelo de las penas. 
365,Arrozal: ,Augura ganancias después de mucho trabajo. 
366,Arrugar: ,Sentimiento de fracaso. 
367,Arrugas: ,Soñar que tenemos el rostro lleno de arrugas indica nuestro temor a envejecer. 
368,Arsenal: ,Posible discordia entre parientes o amigos. 
369,Arsénico: ,Es señal de venganza. 
370,Artesa: ,Llena anuncia prosperidad y vacía pobreza.  
371,Artesano: ,Presagio de buena salud. 
372,Articulación: ,Cambio beneficioso. 
373,Artificial: ,Evidencia que un socio está fraguando una mala acción contra nosotros. 
374,Artista: ,-Verlo indica preocupaciones financieras. -Si está pintando su retrato señala traición de una relación. 
375,Arzobispo: ,Augura circunstancias felices para el que sueña. Suerte. 
376,As: ,Ver en sueños un as del juego de las cartas indica que recibiremos buenas noticias y si son varias cartas que iniciamos un período de buena suerte. 
377,Asa: ,Ver cualquier objeto provisto de un asa nos promete una protección especial en la vida. 
378,Asador: ,-Si le damos vueltas mientras se asa la carne indica servidumbre si somos ricos y provecho si somos pobres. -Si solamente la colocamos en el asador augura trabajo fácil y bien remunerado. -Cuando solo vemos el asador veremos de que material está construido: *Si es de madera es que volverá a sonreirnos la fortuna. *Si es de hierro nos espera un trabajo penoso aunque es posible que bien pagado. 
379,Asalto: ,-Si somos asaltados no corren peligro nuestras pertenencias salvo que sean soldados que nos indica que necesitaremos mucho valor para conseguir nuestros propósitos. -Si los asaltantes somos nosotros indica que nuestros éxitos los hemos logrado gracias a nuestra temeridad. 
380,Asamblea: ,"-Encontrarse en una indica contrariedades. -Verse en medio de ella, acusación injusta. -No estar mezclado indica que sabemos aprovechar bien los consejos que le dan. "
381,Ascender: ,Indice de éxito en sus actividades. Los obstáculos que halle serán las exigencias para alcanzar sus objetivos. 
382,Ascensor: ," Indica las subidas o bajadas de categoría, principalmente en un empleo y siempre debido a relaciones o influencias. -Si el ascensor está vacío hemos perdido una ocasión. -Si está lleno de gente es que somos muchos aspirantes a una misma plaza. "
